09:00:09.037387,click,Situaution_mal_gere
09:00:09.771797,click,Situation_bien_gere
09:00:10.450353,click,Sortie_Stationnement
09:00:10.930425,click,Rabattement
09:00:11.427614,click,Remontee_file
09:00:11.860524,click,Non_Respect_Prio
09:00:12.233081,click,Vitesse_Excessive
09:00:12.689873,click,Refus_rio
09:00:13.184135,click,Travaux
09:00:13.569509,click,Animal
09:00:14.066379,click,StationnementGenant
09:00:14.497943,click,Embouteillage
09:00:15.178189,click,Vegetation
09:00:15.660756,click,Intemperies
09:00:16.098139,click,Traversee_PP
09:00:16.474322,click,Traversee_hors_PP
09:00:16.881515,click,Traversee_Masquage
09:00:17.225293,click,Usager_Sortant_Vehicule
