11:49:36.489547,click,StationnementGenant
11:49:37.840938,click,Usager Sortant Vehicule
11:49:38.613566,click,Animal
11:49:39.531815,click,StationnementGenant
11:49:40.485006,click,Usager Sortant Vehicule
11:49:44.169159,click,Traversee Masquage
11:49:45.151776,click,Embouteillage
11:49:45.969492,click,StationnementGenant
11:50:05.597670,click,Bien gere
11:50:06.501142,click,Bien gere
11:50:06.887032,click,Bien gere
11:50:07.573520,click,Bien gere
11:50:08.137576,click,Remontee file
11:50:08.849719,click,Bien gere
11:50:09.520095,click,Remontee file
11:50:10.168191,click,Bien gere
11:50:10.917207,click,Remontee file
11:50:11.456039,click,Bien gere
