10:34:49.430896,click,Refus Prio
10:34:50.322897,click,Sortie Stationnement
10:34:51.109695,click,Rabattement
10:34:51.907726,click,Remontee file
10:34:52.625678,click,Non Respect Prio
10:34:53.348375,click,Vitesse Excessive
10:34:54.001714,click,Animal
10:34:54.609715,click,StationnementGenant
10:34:55.213730,click,Embouteillage
10:34:55.858482,click,Vegetation
10:34:56.543945,click,Intemperies
10:34:57.151319,click,Travaux
10:34:57.823705,click,Traversee PP
10:34:58.559659,click,Traversee hors PP
10:34:59.210013,click,Traversee Masquage
10:34:59.857547,click,Usager Sortant Vehicule
10:35:00.661757,click,Autre
10:35:02.364989,click,Bien gere
